FOOD COMMODITY GROUP,FOOD COMMODITY TYPOLOGY,FOOD COMMODITY ITEM,Carbon footprint  (kg CO2 eq/kg or litre of food commodity),Type of source,Full Reference,Publication year,System Boundary  Distribution,Country,Region,Notes,Reported in other data summaries,Modification of original values 
CROPS,VEGETABLES OPENFIELD,GHERKIN,0.29,CONFERENCE,"Hofer, B. How to reduce the environmental footprint of consumer goods: LCA studies on fruit and vegetables production, Coop Switzerland, 37th LCA Discussion Forum, Lausanne, 19th March 2009.",2009,IMPORTED FROM SWIZERLAND,SPAIN,MEDITERRANEAN AREA,organic,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,GHERKIN,0.33,CONFERENCE,"Hofer, B. How to reduce the environmental footprint of consumer goods: LCA studies on fruit and vegetables production, Coop Switzerland, 37th LCA Discussion Forum, Lausanne, 19th March 2009.",2009,IMPORTED FROM SWIZERLAND,SPAIN,MEDITERRANEAN AREA,integrated production,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,LETTUCE,0.13,JOURNAL,"GonzÃ¡lez, A. D., B. Frostell and A. Carlsson-Kanyama (2011). ""Protein efficiency per unit energy and per unit greenhouse gas emissions: Potential contribution of diet choices to climate change mitigation."" Food Policy 36(5): 562-570.",2011,RDC,SWEDEN,N EUROPE,-,BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,LETTUCE,0.14,JOURNAL,"GonzÃ¡lez, A. D., B. Frostell and A. Carlsson-Kanyama (2011). ""Protein efficiency per unit energy and per unit greenhouse gas emissions: Potential contribution of diet choices to climate change mitigation."" Food Policy 36(5): 562-570.",2011,IMPORTED TO DC SWEDEN,NETHERLANDS,N EUROPE,-,BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,LETTUCE,0.19,REPORT,"MilÃ  i Canalsa, l., I. MuÃ±oz, A. Hospido, K. Plassmann and S. McLaren (2008). Life cycle assessment (lca) of domestic vs. Imported vegetables. Case studies on broccoli, salad crops and green beans. CES Working Paper 01/08. Guildford Centre for Environmental Strategy, University of Surrey,.",2008,RDC,UK,N EUROPE,-,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,LETTUCE,0.217,JOURNAL,"Gunady, M. G. A., W. Biswas, V. A. Solah and A. P. James (2012). ""Evaluating the global warming potential of the fresh produce supply chain for strawberries, romaine/cos lettuces (Lactuca sativa), and button mushrooms (Agaricus bisporus) in Western Australia using life cycle assessment (LCA)."" Journal of Cleaner Production 28(0): 81-87.",2012,RETAILER,AUSTRALIA,OCEANIA,-,BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,LETTUCE,0.25,REPORT,"MilÃ  i Canalsa, l., I. MuÃ±oz, A. Hospido, K. Plassmann and S. McLaren (2008). Life cycle assessment (lca) of domestic vs. Imported vegetables. Case studies on broccoli, salad crops and green beans. CES Working Paper 01/08. Guildford Centre for Environmental Strategy, University of Surrey,.",2008,RDC,UK,N EUROPE,-,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,LETTUCE,0.29,JOURNAL,"Venkat, K. (2012). ""Comparison of Twelve Organic and Conventional Farming Systems: A Life Cycle Greenhouse Gas Emissions Perspective."" Journal of Sustainable Agriculture 36(6): 620-649.",2012,RDC,USA,N AMERICA,transitional organic,this study,P+T
CROPS,VEGETABLES OPENFIELD,LETTUCE,0.318,REPORT,"MilÃ  i Canalsa, l., S. J. Cowell, A. Hospido, D. Jones, G. Koerber, P. Cross, B. Hounsome and G. Edwards-Jones (2006). ""LCA of horticultural crops including indicator of pesticide rating, from the Project."" Comparative Assessment of Environmental, Community and Nutritional Impacts of Consuming Fruit and Vegetables Produced Locally and Overseas. Retrieved 02/02/2015, 2015, from http://relu.bangor.ac.uk/documents/MO3Y2P01PosterRELUTheHague.pdf.",2006,RDC,UK,N EUROPE,farm a late harvest,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,LETTUCE,0.32,JOURNAL,"GonzÃ¡lez, A. D., B. Frostell and A. Carlsson-Kanyama (2011). ""Protein efficiency per unit energy and per unit greenhouse gas emissions: Potential contribution of diet choices to climate change mitigation."" Food Policy 36(5): 562-570.",2011,IMPORTED TO DC SWEDEN,USA,N AMERICA,-,BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,LETTUCE,0.33,JOURNAL,"Venkat, K. (2012). ""Comparison of Twelve Organic and Conventional Farming Systems: A Life Cycle Greenhouse Gas Emissions Perspective."" Journal of Sustainable Agriculture 36(6): 620-649.",2012,RDC,USA,N AMERICA,conventional,this study,P+T
CROPS,VEGETABLES OPENFIELD,LETTUCE,0.35,CONFERENCE,"Strid, I. and M. Eriksson (2014). Losses in the supply chain of Swedish lettuce â wasted amounts and their carbon footprint at primary production, whole sale and retail. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1274-1279.",2014,WHOLESALER,SWEDEN,N EUROPE,-,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,LETTUCE,0.39,REPORT,"MilÃ  i Canalsa, l., I. MuÃ±oz, A. Hospido, K. Plassmann and S. McLaren (2008). Life cycle assessment (lca) of domestic vs. Imported vegetables. Case studies on broccoli, salad crops and green beans. CES Working Paper 01/08. Guildford Centre for Environmental Strategy, University of Surrey,.",2008,RDC,SPAIN,MEDITERRANEAN AREA,-,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,LETTUCE,0.4,JOURNAL,"Hospido, A., L. MilÃ  i Canals, S. McLaren, M. Truninger, G. Edwards-Jones and R. Clift (2009). ""The role of seasonality in lettuce consumption: a case study of environmental and social aspects."" The International Journal of Life Cycle Assessment 14(5): 381-391.",2009,IMPORTED from UK,SPAIN,MEDITERRANEAN AREA,open field,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,LETTUCE,0.41,JOURNAL,"Venkat, K. (2012). ""Comparison of Twelve Organic and Conventional Farming Systems: A Life Cycle Greenhouse Gas Emissions Perspective."" Journal of Sustainable Agriculture 36(6): 620-649.",2012,RDC,USA,N AMERICA,organic,this study,P+T
CROPS,VEGETABLES OPENFIELD,LETTUCE,0.43,CONFERENCE,"Strid, I. and M. Eriksson (2014). Losses in the supply chain of Swedish lettuce â wasted amounts and their carbon footprint at primary production, whole sale and retail. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1274-1279.",2014,WHOLESALER,SWEDEN,N EUROPE,includes wasted crop,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,LETTUCE,0.44,REPORT,"MilÃ  i Canalsa, l., I. MuÃ±oz, A. Hospido, K. Plassmann and S. McLaren (2008). Life cycle assessment (lca) of domestic vs. Imported vegetables. Case studies on broccoli, salad crops and green beans. CES Working Paper 01/08. Guildford Centre for Environmental Strategy, University of Surrey,.",2008,RDC,SPAIN,MEDITERRANEAN AREA,-,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,LETTUCE,0.46,REPORT,"Maraseni, T. N., G. Cockfield, J. Maroulis and G. Chen (2010). ""An assessment of greenhouse gas emissions from the Australian vegetables industry."" Journal of Environmental Science and Health, Part B 45(6): 578-588.",2010,RDC,AUSTRALIA,OCEANIA,-,this study,P+T
CROPS,VEGETABLES OPENFIELD,LETTUCE,0.462,REPORT,"MilÃ  i Canalsa, l., S. J. Cowell, A. Hospido, D. Jones, G. Koerber, P. Cross, B. Hounsome and G. Edwards-Jones (2006). ""LCA of horticultural crops including indicator of pesticide rating, from the Project."" Comparative Assessment of Environmental, Community and Nutritional Impacts of Consuming Fruit and Vegetables Produced Locally and Overseas. Retrieved 02/02/2015, 2015, from http://relu.bangor.ac.uk/documents/MO3Y2P01PosterRELUTheHague.pdf.",2006,RDC,UK,N EUROPE,farm b late,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,LETTUCE,0.469,REPORT,"MilÃ  i Canalsa, l., S. J. Cowell, A. Hospido, D. Jones, G. Koerber, P. Cross, B. Hounsome and G. Edwards-Jones (2006). ""LCA of horticultural crops including indicator of pesticide rating, from the Project."" Comparative Assessment of Environmental, Community and Nutritional Impacts of Consuming Fruit and Vegetables Produced Locally and Overseas. Retrieved 02/02/2015, 2015, from http://relu.bangor.ac.uk/documents/MO3Y2P01PosterRELUTheHague.pdf.",2006,RDC,UK,N EUROPE,farm b early harves,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,LETTUCE,0.499,REPORT,"MilÃ  i Canalsa, l., I. MuÃ±oz, A. Hospido, K. Plassmann and S. McLaren (2008). Life cycle assessment (lca) of domestic vs. Imported vegetables. Case studies on broccoli, salad crops and green beans. CES Working Paper 01/08. Guildford Centre for Environmental Strategy, University of Surrey,.",2008,RDC,UK,N EUROPE,-,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,LETTUCE,0.5,JOURNAL,"Hospido, A., L. MilÃ  i Canals, S. McLaren, M. Truninger, G. Edwards-Jones and R. Clift (2009). ""The role of seasonality in lettuce consumption: a case study of environmental and social aspects."" The International Journal of Life Cycle Assessment 14(5): 381-391.",2009,IMPORTED from UK,SPAIN,MEDITERRANEAN AREA,open field,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,LETTUCE,0.55,CONFERENCE,"Svanes, E. (2008). Practical application of results from LCA of root and leaf vegetable. 6th International Conference on LCA in the Agri-Food Sector. Zurich, Ostfold Research.",2008,RDC,SWITZERLAND,N EUROPE,little gem,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,LETTUCE,0.59,REPORT,"MilÃ  i Canalsa, l., S. J. Cowell, A. Hospido, D. Jones, G. Koerber, P. Cross, B. Hounsome and G. Edwards-Jones (2006). ""LCA of horticultural crops including indicator of pesticide rating, from the Project."" Comparative Assessment of Environmental, Community and Nutritional Impacts of Consuming Fruit and Vegetables Produced Locally and Overseas. Retrieved 02/02/2015, 2015, from http://relu.bangor.ac.uk/documents/MO3Y2P01PosterRELUTheHague.pdf.",2006,RDC,UK,N EUROPE,farm a early,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,LETTUCE,0.595,CONFERENCE,"Yoshikawa, N., K. Amano and K. Shimada (2008). Evaluation of Environmental Loads Related to Fruit and Vegetable Consumption Using the Hybrid LCA Method: Japanese Case Study. Life Cycle Assessment VIII September 30-October 2, . Seattle, Washington.",2009,RDC,JAPAN,ASIA,-,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,LETTUCE,0.6,CONFERENCE,"Yoshikawa, N., K. Amano, K. Shimada. Evaluation of environmental load on fruits and vegetables consumption and its reduction potential, Ritsumeikan University",2009,SB includes retailer and solid waste,JAPAN,ASIA,-,BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,LETTUCE,0.61,REPORT,"MilÃ  i Canalsa, l., I. MuÃ±oz, A. Hospido, K. Plassmann and S. McLaren (2008). Life cycle assessment (lca) of domestic vs. Imported vegetables. Case studies on broccoli, salad crops and green beans. CES Working Paper 01/08. Guildford Centre for Environmental Strategy, University of Surrey,.",2008,RDC,SPAIN,MEDITERRANEAN AREA,-,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,LETTUCE,0.62,REPORT,"MilÃ  i Canalsa, l., I. MuÃ±oz, A. Hospido, K. Plassmann and S. McLaren (2008). Life cycle assessment (lca) of domestic vs. Imported vegetables. Case studies on broccoli, salad crops and green beans. CES Working Paper 01/08. Guildford Centre for Environmental Strategy, University of Surrey,.",2008,RDC,SPAIN,MEDITERRANEAN AREA,-,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,ONION,0.06,REPORT,"Cederberg, C., M. Wivstad, P. Bergkvist, B. Mattsson, K. Ivarsson (2005) HÃ¥llbart vÃ¤xtskydd. Analys av olika strategier fÃ¶r att minska riskerna med kemiska vÃ¤xtskyddsmedel, Rapport MAT21. Acessed 14/02/2015 from http://www.vaxteko.nu/html/sll/slu/rapport_mat_21/RMAT05-06/RMAT05-06.PDF",2005,RDC,SWEDEN,N EUROPE,-,BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,ONION,0.069,REPORT,"Fuentes, C., A. Carlsson-Kanyama, A. Biel, K. BergstroÌm, G. Grankvist, G. Lagerberg, C. Fogelberg, H. Shanahan and C. SoleÌr (2006). Environmental information in the food supply system FOI-R--1903--SE. Stockholm, FOI â Swedish Defence Research Agency.",2006,WHOLESALER,SWEDEN,N EUROPE,-,this study,-
CROPS,VEGETABLES OPENFIELD,ONION,0.1,JOURNAL,"GonzÃ¡lez, A. D., B. Frostell and A. Carlsson-Kanyama (2011). ""Protein efficiency per unit energy and per unit greenhouse gas emissions: Potential contribution of diet choices to climate change mitigation."" Food Policy 36(5): 562-570.",2011,RDC,SWEDEN,N EUROPE,-,BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,ONION,0.145,REPORT,"Fuentes, C., A. Carlsson-Kanyama, A. Biel, K. BergstroÌm, G. Grankvist, G. Lagerberg, C. Fogelberg, H. Shanahan and C. SoleÌr (2006). Environmental information in the food supply system FOI-R--1903--SE. Stockholm, FOI â Swedish Defence Research Agency.",2006,WHOLESALER,DENMARK,N EUROPE,-,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,ONION,0.145,REPORT,"Fuentes, C., A. Carlsson-Kanyama, A. Biel, K. BergstroÌm, G. Grankvist, G. Lagerberg, C. Fogelberg, H. Shanahan and C. SoleÌr (2006). Environmental information in the food supply system FOI-R--1903--SE. Stockholm, FOI â Swedish Defence Research Agency.",2006,WHOLESALER,DENMARK,N EUROPE,-,this study,-
CROPS,VEGETABLES OPENFIELD,ONION,0.185,REPORT,"Saunders, C., A. Barber and G. Taylor (2006). Food Miles â Comparative Energy/Emissions Performance of New Zealandâs Agriculture Industry. Research Report 285. Lincoln, Agribusiness & Economics Research Unit Lincoln University.",2006,"IMPORTED FROM UK, RETAIL",NEW ZEALAND,OCEANIA,-,BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,ONION,0.26,REPORT,"Saunders, C., A. Barber and G. Taylor (2006). Food Miles â Comparative Energy/Emissions Performance of New Zealandâs Agriculture Industry. Research Report 285. Lincoln, Agribusiness & Economics Research Unit Lincoln University.",2006,RDC,UK,N EUROPE,-,BCFN (double pyramid 2016),T
CROPS,VEGETABLES OPENFIELD,ONION,0.33,CONFERENCE,"Yoshikawa, N., K. Amano, K. Shimada. Evaluation of environmental load on fruits and vegetables consumption and its reduction potential, Ritsumeikan University",2009,SB includes retailer and solid waste,JAPAN,ASIA,-,BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,ONION,0.338,CONFERENCE,"Yoshikawa, N., K. Amano and K. Shimada (2008). Evaluation of Environmental Loads Related to Fruit and Vegetable Consumption Using the Hybrid LCA Method: Japanese Case Study. Life Cycle Assessment VIII September 30-October 2, . Seattle, Washington.",2008,RDC,JAPAN,ASIA,-,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,ONION,0.35,REPORT,"Maraseni, T. N., G. Cockfield, J. Maroulis and G. Chen (2010). ""An assessment of greenhouse gas emissions from the Australian vegetables industry."" Journal of Environmental Science and Health, Part B 45(6): 578-588.",2010,RDC,AUSTRALIA,OCEANIA,-,this study,P+T
CROPS,VEGETABLES OPENFIELD,ONION,0.37,REPORT,"Audsley, E., M. Brander, J. Chatterton, D. Murphy-Bokern, C. Webster and A. Williams (2009). How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050. London, FCRN-WWF. Accessed: 17/02/2015 from: An assessment of greenhouse gas emissions from the UK food system end and the scope to reduce them by 2050 wwf.org.uk/downloads/how_low_report_1.pdf",2009,RDC,UK,N EUROPE,-,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,ONION,0.522,CONFERENCE,"MiljÃ¸styrelsen. MiljÃ¸vurdering af konventionel og Ã¸kologisk avl af grÃ¸ntsager. Arbejdsrapport nr. 5/2006. KÃ¸benhavn: MiljÃ¸styrelsen.
In: GÃ¶ssling, S., B. Garrod, C. Aall, J. Hille, P. Peeters. Food management in tourism: Reducing tourismâs carbon âfoodprintâ, Tourism Manage 32:534-543, 2011.",2006 (2010),RDC,DENMARK,N EUROPE,-,BCFN (double pyramid 2016),P+T
CROPS,VEGETABLES OPENFIELD,PEPPER,0.188,JOURNAL,"Xu, X., Y. Lan. A comparative study on carbon footprints between plant- and animal-based foods in China, J Clean Prod 112:251-2592, 2016.",2016,RDC,CHINA,ASIA,-,BCFN (double pyramid 2016),P+T
CROPS,VEGETABLES OPENFIELD,PEPPER,0.37,JOURNAL,"Maraseni, T. N., G. Cockfield, J. Maroulis and G. Chen (2010). ""An assessment of greenhouse gas emissions from the Australian vegetables industry."" Journal of Environmental Science and Health, Part B 45(6): 578-588.",2010,RDC,AUSTRALIA,OCEANIA,capsicum,this study,P+T
CROPS,VEGETABLES OPENFIELD,PEPPER,0.65,CONFERENCE,"Yoshikawa, N., K. Amano, K. Shimada. Evaluation of environmental load on fruits and vegetables consumption and its reduction potential, Ritsumeikan University",2009,SB includes retailer and solid waste,JAPAN,ASIA,-,BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,PEPPER,0.657,CONFERENCE,"Yoshikawa, N., K. Amano and K. Shimada (2008). Evaluation of Environmental Loads Related to Fruit and Vegetable Consumption Using the Hybrid LCA Method: Japanese Case Study. Life Cycle Assessment VIII September 30-October 2, . Seattle, Washington.",2008,RDC,JAPAN,ASIA,capsicum,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,PEPPER,0.87,REPORT,"Audsley, E., M. Brander, J. Chatterton, D. Murphy-Bokern, C. Webster and A. Williams (2009). How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050. London, FCRN-WWF. Accessed: 17/02/2015 from: An assessment of greenhouse gas emissions from the UK food system end and the scope to reduce them by 2050 wwf.org.uk/downloads/how_low_report_1.pdf",2009,"IMPORTED FROM UK, RETAIL",UK,N EUROPE,capsicum,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,PUMPKIN,0.09,JOURNAL,"GonzÃ¡lez, A. D., B. Frostell and A. Carlsson-Kanyama (2011). ""Protein efficiency per unit energy and per unit greenhouse gas emissions: Potential contribution of diet choices to climate change mitigation."" Food Policy 36(5): 562-570.",2011,RDC,SWEDEN,N EUROPE,-,BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,PUMPKIN,0.146,CONFERENCE,"Blanke, M., F. Schaefer. Application of PAS 2050-1 supplementary requirements for horticultural products: carbon footprint of pumpkin and asparagus, 2012.
In: Corson, M.S., H.M.G. Van der Werf. Book of Abstract of the 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012), 1-4 October 2012, Saint Malo, France. Rennes, France: INRA, 2012. GROUP 4(A):357-361.",2012,MARKET,GERMANY,N EUROPE,-,BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,PUMPKIN,0.16,JOURNAL,"SchÃ¤fer, F. and M. Blanke (2012). ""Farming and marketing system affects carbon and water footprint â a case study using Hokaido pumpkin."" Journal of Cleaner Production 28(0): 113-119.",2012,RDC,GERMANY,N EUROPE,integrated production (ip),Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,PUMPKIN,0.166,JOURNAL,"SchÃ¤fer, F. and M. Blanke (2012). ""Farming and marketing system affects carbon and water footprint â a case study using Hokaido pumpkin."" Journal of Cleaner Production 28(0): 113-119.",2012,RDC,GERMANY,N EUROPE,organic,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,PUMPKIN,0.184,CONFERENCE,"Lindenthal, T., T. Markut, S. HÃ¶rtenhuber, M. Theurl, G. Rudolph. Greenhouse gas emissions of organic and conventional foodstuffs in Austria, 2010. In: Notarnicola, B., E. Settanni, G. Tassielli, P. Giungato. Proceedings of the VII International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2010), 22-24 September 2010, Bari, Italy. Bari, Italy: UniversitÃ  degli studi di Bari Aldo Moro, 2010. VOL I:319-324.",2010,DC,AUSTRIA,N EUROPE,organic,BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,PUMPKIN,0.23,CONFERENCE,"Lindenthal, T., T. Markut, S. HÃ¶rtenhuber, M. Theurl, G. Rudolph. Greenhouse gas emissions of organic and conventional foodstuffs in Austria, 2010. In: Notarnicola, B., E. Settanni, G. Tassielli, P. Giungato. Proceedings of the VII International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2010), 22-24 September 2010, Bari, Italy. Bari, Italy: UniversitÃ  degli studi di Bari Aldo Moro, 2010. VOL I:319-324.",2010,DC,AUSTRIA,N EUROPE,-,BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,PUMPKIN,0.243,JOURNAL,"SchÃ¤fer, F. and M. Blanke (2012). ""Farming and marketing system affects carbon and water footprint â a case study using Hokaido pumpkin."" Journal of Cleaner Production 28(0): 113-119.",2012,RDC,ARGENTINA,S AMERICA,imported,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,PUMPKIN,0.247,CONFERENCE,"Blanke, M., F. Schaefer. Application of PAS 2050-1 supplementary requirements for horticultural products: carbon footprint of pumpkin and asparagus, 2012.
In: Corson, M.S., H.M.G. Van der Werf. Book of Abstract of the 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012), 1-4 October 2012, Saint Malo, France. Rennes, France: INRA, 2012. GROUP 4(A):357-361.",2012,MARKET,ARGENTINA,S AMERICA,organic,BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,PUMPKIN,0.39,JOURNAL,"Maraseni, T. N., G. Cockfield, J. Maroulis and G. Chen (2010). ""An assessment of greenhouse gas emissions from the Australian vegetables industry."" Journal of Environmental Science and Health, Part B 45(6): 578-588.",2010,RDC,AUSTRALIA,OCEANIA,-,this study,P+T
CROPS,VEGETABLES OPENFIELD,PUMPKIN,0.723,CONFERENCE,"Blanke, M., F. Schaefer. Application of PAS 2050-1 supplementary requirements for horticultural products: carbon footprint of pumpkin and asparagus, 2012.
In: Corson, M.S., H.M.G. Van der Werf. Book of Abstract of the 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012), 1-4 October 2012, Saint Malo, France. Rennes, France: INRA, 2012. GROUP 4(A):357-361.",2012,MARKET,GERMANY,N EUROPE,integrated production (ip),BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,PUMPKIN,0.728,CONFERENCE,"Blanke, M., F. Schaefer. Application of PAS 2050-1 supplementary requirements for horticultural products: carbon footprint of pumpkin and asparagus, 2012.
In: Corson, M.S., H.M.G. Van der Werf. Book of Abstract of the 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012), 1-4 October 2012, Saint Malo, France. Rennes, France: INRA, 2012. GROUP 4(A):357-361.",2012,MARKET,GERMANY,N EUROPE,organic,BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,PUMPKIN,1.31,REPORT,"Maraseni, T. N., G. Cockfield, J. Maroulis and G. Chen (2010). ""An assessment of greenhouse gas emissions from the Australian vegetables industry."" Journal of Environmental Science and Health, Part B 45(6): 578-588.",2010,RDC,AUSTRALIA,OCEANIA,-,this study,P+T
CROPS,VEGETABLES OPENFIELD,RADISH,0.154,JOURNAL,"Xu, X., Y. Lan. A comparative study on carbon footprints between plant- and animal-based foods in China, J Clean Prod 112:251-2592, 2016.",2016,RDC,CHINA,ASIA,-,BCFN (double pyramid 2016),P+T
CROPS,VEGETABLES OPENFIELD,SPINACH,0.18,JOURNAL,"Stoessel, F., R. Juraske, S. Pfister and S. Hellweg (2012). ""Life Cycle Inventory and Carbon and Water FoodPrint of Fruits and Vegetables: Application to a Swiss Retailer."" Environmental Science & Technology 46(6): 3253-3262.",2012,RDC,SWITZERLAND,N EUROPE,-,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,SPINACH,0.338,JOURNAL,"Kramer, K.J., H.C. Moll, S. Nonhebel. Total greenhouse gas emissions related to the Dutch crop production system, Agric Ecosys Environ 72:9-16, 1999.",1999,RDC,NETHERLANDS,N EUROPE,-,BCFN (double pyramid 2016),P+T
CROPS,VEGETABLES OPENFIELD,SPINACH,0.907,CONFERENCE,"Yoshikawa, N., K. Amano and K. Shimada (2008). Evaluation of Environmental Loads Related to Fruit and Vegetable Consumption Using the Hybrid LCA Method: Japanese Case Study. Life Cycle Assessment VIII September 30-October 2, . Seattle, Washington.",2008,RDC,JAPAN,ASIA,-,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,SPINACH,0.93,CONFERENCE,"Yoshikawa, N., K. Amano, K. Shimada. Evaluation of environmental load on fruits and vegetables consumption and its reduction potential, Ritsumeikan University",2009,SB includes retailer and solid waste,JAPAN,ASIA,-,BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,SWEDE (RUTABAGE),0.29,CONFERENCE,"Svanes, E. (2008). Practical application of results from LCA of root and leaf vegetable. 6th International Conference on LCA in the Agri-Food Sector. Zurich, Ostfold Research.",2008,RDC,SWITZERLAND,N EUROPE,-,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.154,JOURNAL,"Andersson, K. (2000). ""LCA of food products and production systems."" The International Journal of Life Cycle Assessment 5(4): 239-248.",2000,RETAIL,WORLD ESTIMATE,WORLD,-,BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.168,JOURNAL,"Xu, X., Y. Lan. A comparative study on carbon footprints between plant- and animal-based foods in China, J Clean Prod 112:251-2592, 2016.",2016,RDC,CHINA,ASIA,-,BCFN (double pyramid 2016),P+T
CROPS,VEGETABLES OPENFIELD,TOMATO,0.172,CONFERENCE,"Lindenthal, T., T. Markut, S. HÃ¶rtenhuber, M. Theurl, G. Rudolph. Greenhouse gas emissions of organic and conventional foodstuffs in Austria, 2010. In: Notarnicola, B., E. Settanni, G. Tassielli, P. Giungato. Proceedings of the VII International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2010), 22-24 September 2010, Bari, Italy. Bari, Italy: UniversitÃ  degli studi di Bari Aldo Moro, 2010. VOL I:319-324.",2010,DC,AUSTRIA,N EUROPE,organic,BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.172,CONFERENCE,"Polo, J. A., J. A. Salido and A. Mourelle (2010). Calculation and verification of carbon footprint in agricoltural product. Proceedings of the VII International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2010). Bari, Italy.",2010,DC,SPAIN,MEDITERRANEAN AREA,organic,BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.19,CONFERENCE,"Hofer, B. How to reduce the environmental footprint of consumer goods: LCA studies on fruit and vegetables production, Coop Switzerland, 37th LCA Discussion Forum, Lausanne, 19th March 2009.",2009,RDC,SWITZERLAND,N EUROPE,integrated production,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.207,CONFERENCE,"Lindenthal, T., T. Markut, S. HÃ¶rtenhuber, M. Theurl, G. Rudolph. Greenhouse gas emissions of organic and conventional foodstuffs in Austria, 2010. In: Notarnicola, B., E. Settanni, G. Tassielli, P. Giungato. Proceedings of the VII International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2010), 22-24 September 2010, Bari, Italy. Bari, Italy: UniversitÃ  degli studi di Bari Aldo Moro, 2010. VOL I:319-324.",2010,DC,AUSTRIA,N EUROPE,-,BCFN (double pyramid 2016),-
